X	Predicted.sequence.orientation	Kingdom	Kingdom.certainty	Phylum	Phylum.certainty	Class	Class.certainty	Order	Order.certainty	Family	Family.certainty	Genus	Genus.certainty	Species	Species.certainty
ASV_139	+	Fungi	100%	Zygomycota	100%	Incertae_sedis_10	100%	Mortierellales	100%	Mortierellales_unidentified	40%	Mortierellales_unidentified_1	40%	Mortierellales_sp|SH228362.06FU	40%
ASV_140	-	Fungi	100%	Fungi_unidentified	95%	Fungi_unidentified_1	95%	Fungi_unidentified_1	95%	Fungi_unidentified_1_1	95%	Fungi_unidentified_1_1	95%	Fungi_sp|SH195711.06FU	49%
ASV_141	+	Fungi	100%	Ascomycota	97%	Dothideomycetes	77%	Dothideomycetes_unidentified	77%	Dothideomycetes_unidentified_1	77%	Dothideomycetes_unidentified_1	77%	Dothideomycetes_sp|SH216443.06FU	75%
ASV_142	-	Fungi	100%	Zygomycota	64%	Incertae_sedis_10	64%	Mortierellales	64%	Mortierellaceae	64%	Mortierella	64%	Mortierella_sp|SH214852.06FU	48%
ASV_143	-	Fungi	100%	Ascomycota	78%	Sordariomycetes	77%	Incertae_sedis_7	40%	Plectosphaerellaceae	40%	Gibellulopsis	38%	Gibellulopsis_sp_YH_2012|SH219656.06FU	38%
ASV_144	-	Fungi	100%	Zygomycota	59%	Incertae_sedis_10	59%	Mortierellales	59%	Mortierellaceae	58%	Mortierella	58%	Mortierella_sp|SH214852.06FU	49%
ASV_145	+	Fungi	100%	Ascomycota	97%	Sordariomycetes	97%	Hypocreales	92%	Nectriaceae	32%	Nectriaceae_unidentified	23%	Nectriaceae_sp|SH206758.06FU	23%
ASV_146	+	Fungi	100%	Basidiomycota	94%	Tremellomycetes	75%	Cystofilobasidiales	69%	Cystofilobasidiaceae	69%	Guehomyces	55%	Guehomyces_pullulans|SH215066.06FU	55%
ASV_147	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	93%
ASV_148	+	Fungi	100%	Zygomycota	58%	Incertae_sedis_10	58%	Mortierellales	58%	Mortierellaceae	58%	Mortierella	58%	Mortierella_sp|SH214852.06FU	43%
ASV_149	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	92%
ASV_150	-	Fungi	100%	Basidiomycota	89%	Tremellomycetes	83%	Cystofilobasidiales	79%	Cystofilobasidiaceae	79%	Guehomyces	67%	Guehomyces_pullulans|SH215066.06FU	67%
ASV_151	+	Fungi	100%	Basidiomycota	88%	Tremellomycetes	72%	Cystofilobasidiales	69%	Cystofilobasidiaceae	69%	Guehomyces	57%	Guehomyces_pullulans|SH215066.06FU	57%
ASV_152	-	Fungi	100%	Ascomycota	99%	Sordariomycetes	97%	Hypocreales	90%	Nectriaceae	32%	Nectriaceae_unidentified	23%	Nectriaceae_sp|SH206758.06FU	23%
ASV_153	-	Fungi	100%	Ascomycota	100%	Dothideomycetes	83%	Dothideomycetes_unidentified	82%	Dothideomycetes_unidentified_1	82%	Dothideomycetes_unidentified_1	82%	Dothideomycetes_sp|SH216443.06FU	82%
ASV_154	+	Fungi	100%	Basidiomycota	87%	Agaricomycetes	87%	Agaricomycetes_unidentified	55%	Agaricomycetes_unidentified_1	55%	Agaricomycetes_unidentified_1	55%	Agaricomycetes_sp|SH199701.06FU	55%
ASV_155	+	Fungi	100%	Ascomycota	80%	Sordariomycetes	80%	Incertae_sedis_7	46%	Plectosphaerellaceae	46%	Gibellulopsis	46%	Gibellulopsis_sp_YH_2012|SH219656.06FU	46%
ASV_156	-	Fungi	100%	Basidiomycota	84%	Tremellomycetes	78%	Cystofilobasidiales	73%	Cystofilobasidiaceae	73%	Guehomyces	65%	Guehomyces_pullulans|SH215066.06FU	65%
ASV_157	-	Fungi	100%	Zygomycota	100%	Incertae_sedis_10	100%	Mortierellales	100%	Mortierellaceae	80%	Mortierella	80%	Mortierella_sp_ATT116|SH218048.06FU	49%
ASV_158	+	Fungi	100%	Zygomycota	54%	Incertae_sedis_10	54%	Mortierellales	54%	Mortierellaceae	54%	Mortierella	54%	Mortierella_sp|SH214852.06FU	43%
ASV_159	-	Fungi	100%	Basidiomycota	91%	Tremellomycetes	76%	Cystofilobasidiales	73%	Cystofilobasidiaceae	73%	Guehomyces	62%	Guehomyces_pullulans|SH215066.06FU	62%
ASV_160	+	Fungi	100%	Zygomycota	52%	Incertae_sedis_10	52%	Mortierellales	52%	Mortierellaceae	52%	Mortierella	52%	Mortierella_sp|SH214852.06FU	42%
ASV_161	+	Fungi	100%	Basidiomycota	89%	Tremellomycetes	79%	Cystofilobasidiales	77%	Cystofilobasidiaceae	77%	Guehomyces	60%	Guehomyces_pullulans|SH215066.06FU	60%
ASV_162	-	Fungi	100%	Basidiomycota	78%	Agaricomycetes	74%	Agaricales	68%	Bolbitiaceae	54%	Conocybe	54%	Conocybe_aff_ochrostriata_NL_0830|SH193116.06FU	52%
ASV_163	-	Fungi	100%	Ascomycota	98%	Dothideomycetes	97%	Pleosporales	97%	Corynesporascaceae	97%	Corynespora	97%	Corynespora_cassiicola|SH223214.06FU	96%
ASV_164	+	Fungi	100%	Ascomycota	94%	Sordariomycetes	94%	Hypocreales	92%	Nectriaceae	24%	Nectriaceae_unidentified	15%	Nectriaceae_sp|SH206758.06FU	15%
ASV_165	+	Fungi	100%	Ascomycota	97%	Dothideomycetes	97%	Pleosporales	97%	Corynesporascaceae	97%	Corynespora	97%	Corynespora_cassiicola|SH223214.06FU	96%
ASV_166	-	Fungi	100%	Zygomycota	59%	Incertae_sedis_10	59%	Mortierellales	59%	Mortierellaceae	59%	Mortierella	59%	Mortierella_sp|SH214852.06FU	45%
ASV_167	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Bolbitiaceae	100%	Conocybe	100%	Conocybe_crispa|SH208914.06FU	98%
ASV_168	+	Fungi	100%	Zygomycota	64%	Incertae_sedis_10	64%	Mortierellales	64%	Mortierellaceae	64%	Mortierella	64%	Mortierella_sp|SH214852.06FU	53%
ASV_169	-	Fungi	100%	Zygomycota	51%	Incertae_sedis_10	51%	Mortierellales	51%	Mortierellaceae	51%	Mortierella	51%	Mortierella_sp|SH214852.06FU	42%
ASV_170	-	Fungi	100%	Basidiomycota	99%	Agaricomycetes	99%	Agaricales	99%	Bolbitiaceae	99%	Conocybe	99%	Conocybe_crispa|SH208914.06FU	98%
ASV_171	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	89%
ASV_172	-	Fungi	100%	Ascomycota	97%	Dothideomycetes	69%	Dothideomycetes_unidentified	68%	Dothideomycetes_unidentified_1	68%	Dothideomycetes_unidentified_1	68%	Dothideomycetes_sp|SH216443.06FU	68%
ASV_173	-	Fungi	100%	Ascomycota	97%	Sordariomycetes	95%	Hypocreales	95%	Nectriaceae	22%	Nectriaceae_unidentified	16%	Nectriaceae_sp|SH206758.06FU	16%
ASV_174	+	Fungi	100%	Basidiomycota	86%	Agaricomycetes	86%	Agaricales	77%	Bolbitiaceae	66%	Conocybe	66%	Conocybe_aff_ochrostriata_NL_0830|SH193116.06FU	64%
ASV_175	+	Fungi	100%	Ascomycota	97%	Dothideomycetes	96%	Pleosporales	96%	Corynesporascaceae	96%	Corynespora	96%	Corynespora_cassiicola|SH223214.06FU	93%
ASV_176	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	93%
ASV_177	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	87%
ASV_178	-	Fungi	100%	Ascomycota	46%	Incertae_sedis_14	6%	Incertae_sedis_15	6%	Incertae_sedis_16	6%	Knufia	3%	Knufia_perforans|SH209750.06FU	3%
ASV_179	-	Fungi	100%	Zygomycota	64%	Incertae_sedis_10	64%	Mortierellales	64%	Mortierellaceae	64%	Mortierella	64%	Mortierella_sp|SH214852.06FU	47%
ASV_180	+	Fungi	100%	Ascomycota	98%	Dothideomycetes	74%	Dothideomycetes_unidentified	74%	Dothideomycetes_unidentified_1	74%	Dothideomycetes_unidentified_1	74%	Dothideomycetes_sp|SH216443.06FU	74%
ASV_181	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	92%
ASV_182	+	Fungi	100%	Basidiomycota	89%	Tremellomycetes	78%	Cystofilobasidiales	76%	Cystofilobasidiaceae	76%	Guehomyces	60%	Guehomyces_pullulans|SH215066.06FU	60%
ASV_183	-	Fungi	100%	Ascomycota	97%	Dothideomycetes	96%	Pleosporales	96%	Corynesporascaceae	96%	Corynespora	96%	Corynespora_cassiicola|SH223214.06FU	96%
ASV_184	+	Fungi	100%	Zygomycota	100%	Incertae_sedis_10	100%	Mortierellales	100%	Mortierellaceae	80%	Mortierella	80%	Mortierella_sp_ATT116|SH218048.06FU	40%
ASV_185	-	Fungi	100%	Basidiomycota	84%	Agaricomycetes	84%	Agaricales	77%	Bolbitiaceae	65%	Conocybe	65%	Conocybe_aff_ochrostriata_NL_0830|SH193116.06FU	64%
ASV_186	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Bolbitiaceae	100%	Conocybe	100%	Conocybe_crispa|SH208914.06FU	100%
ASV_187	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	89%
ASV_188	-	Fungi	100%	Ascomycota	71%	Dothideomycetes	58%	Pleosporales	58%	Incertae_sedis_13	58%	Phoma	53%	Phoma_sp_P17E3|SH202157.06FU	31%
ASV_189	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Bolbitiaceae	100%	Conocybe	100%	Conocybe_crispa|SH208914.06FU	100%
ASV_190	-	Fungi	100%	Basidiomycota	95%	Agaricomycetes	95%	Agaricales	95%	Psathyrellaceae	95%	Coprinellus	95%	Coprinellus_sp|SH199708.06FU	88%
ASV_191	+	Fungi	100%	Fungi_unidentified	22%	Fungi_unidentified_1	22%	Fungi_unidentified_1	22%	Fungi_unidentified_1_1	22%	Fungi_unidentified_1_1	22%	Fungi_sp|SH202159.06FU	16%
ASV_192	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	95%
ASV_193	-	Fungi	100%	Basidiomycota	87%	Tremellomycetes	78%	Cystofilobasidiales	73%	Cystofilobasidiaceae	73%	Guehomyces	62%	Guehomyces_pullulans|SH215066.06FU	62%
ASV_194	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	91%
ASV_195	+	Fungi	100%	Ascomycota	77%	Sordariomycetes	77%	Sordariales	77%	Chaetomiaceae	77%	Trichocladium	77%	Trichocladium_asperum|SH234966.06FU	77%
ASV_196	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	89%
ASV_197	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Bolbitiaceae	100%	Conocybe	100%	Conocybe_crispa|SH208914.06FU	97%
ASV_198	+	Fungi	100%	Zygomycota	55%	Incertae_sedis_10	55%	Mortierellales	55%	Mortierellaceae	55%	Mortierella	55%	Mortierella_sp|SH214852.06FU	47%
ASV_199	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	94%
ASV_200	+	Fungi	100%	Fungi_unidentified	54%	Fungi_unidentified_1	54%	Fungi_unidentified_1	54%	Fungi_unidentified_1_1	54%	Fungi_unidentified_1_1	54%	Fungi_sp|SH196428.06FU	34%
ASV_201	-	Fungi	100%	Basidiomycota	99%	Agaricomycetes	99%	Thelephorales	98%	Thelephoraceae	98%	Amaurodon	98%	Amaurodon_mustialaensis|SH227693.06FU	98%
ASV_202	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	90%
ASV_203	-	Fungi	100%	Zygomycota	47%	Incertae_sedis_10	47%	Mortierellales	47%	Mortierellaceae	47%	Mortierella	47%	Mortierella_sp|SH214852.06FU	38%
ASV_204	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Bolbitiaceae	100%	Conocybe	100%	Conocybe_crispa|SH208914.06FU	100%
ASV_205	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Bolbitiaceae	100%	Conocybe	100%	Conocybe_crispa|SH208914.06FU	99%
ASV_206	-	Fungi	100%	Basidiomycota	96%	Agaricomycetes	95%	Cantharellales	94%	Ceratobasidiaceae	94%	Thanatephorus	81%	Thanatephorus_cucumeris|SH207643.06FU	39%
ASV_207	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	92%
ASV_208	+	Fungi	100%	Basidiomycota	93%	Agaricomycetes	93%	Agaricales	93%	Psathyrellaceae	93%	Coprinellus	93%	Coprinellus_sp|SH199708.06FU	84%
ASV_209	-	Fungi	100%	Basidiomycota	75%	Agaricomycetes	70%	Thelephorales	12%	Thelephoraceae	12%	Tomentella	12%	Tomentella_stuposa|SH202731.06FU	11%
ASV_210	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	91%
ASV_211	-	Fungi	100%	Ascomycota	91%	Sordariomycetes	91%	Incertae_sedis_7	49%	Plectosphaerellaceae	49%	Plectosphaerellaceae_unidentified	48%	Plectosphaerellaceae_sp|SH219652.06FU	48%
ASV_212	-	Fungi	100%	Zygomycota	100%	Incertae_sedis_10	100%	Mortierellales	100%	Mortierellaceae	75%	Mortierella	75%	Mortierella_sp_ATT116|SH218048.06FU	44%
ASV_213	+	Fungi	100%	Ascomycota	90%	Ascomycota_unidentified	84%	Ascomycota_unidentified_1	84%	Ascomycota_unidentified_1	84%	Ascomycota_unidentified_1_1	84%	Ascomycota_sp|SH213439.06FU	84%
ASV_214	-	Fungi	100%	Ascomycota	100%	Pezizomycetes	100%	Pezizales	100%	Pezizaceae	100%	Peziza	100%	Peziza_buxea|SH189955.06FU	100%
ASV_215	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	85%
ASV_216	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	91%
ASV_217	-	Fungi	100%	Fungi_unidentified	52%	Fungi_unidentified_1	52%	Fungi_unidentified_1	52%	Fungi_unidentified_1_1	52%	Fungi_unidentified_1_1	52%	Fungi_sp|SH217408.06FU	48%
ASV_218	+	Fungi	100%	Basidiomycota	83%	Agaricomycetes	72%	Thelephorales	8%	Thelephoraceae	8%	Tomentella	6%	Tomentella_stuposa|SH202731.06FU	6%
ASV_219	-	Fungi	100%	Ascomycota	79%	Sordariomycetes	79%	Sordariales	79%	Chaetomiaceae	79%	Trichocladium	79%	Trichocladium_asperum|SH234966.06FU	79%
ASV_220	-	Fungi	100%	Ascomycota	97%	Dothideomycetes	31%	Dothideomycetes_unidentified	31%	Dothideomycetes_unidentified_1	31%	Dothideomycetes_unidentified_1	31%	Dothideomycetes_sp|SH216443.06FU	31%
ASV_221	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	93%
ASV_222	+	Fungi	100%	Ascomycota	91%	Sordariomycetes	91%	Incertae_sedis_7	50%	Plectosphaerellaceae	50%	Plectosphaerellaceae_unidentified	49%	Plectosphaerellaceae_sp|SH219652.06FU	49%
ASV_223	+	Fungi	100%	Ascomycota	98%	Dothideomycetes	35%	Dothideomycetes_unidentified	35%	Dothideomycetes_unidentified_1	35%	Dothideomycetes_unidentified_1	35%	Dothideomycetes_sp|SH216443.06FU	35%
ASV_224	+	Fungi	100%	Fungi_unidentified	55%	Fungi_unidentified_1	55%	Fungi_unidentified_1	55%	Fungi_unidentified_1_1	55%	Fungi_unidentified_1_1	55%	Fungi_sp|SH217408.06FU	46%
ASV_225	+	Fungi	100%	Ascomycota	96%	Sordariomycetes	96%	Sordariomycetes_unidentified	90%	Sordariomycetes_unidentified_1	90%	Sordariomycetes_unidentified_1	90%	Sordariomycetes_sp|SH233630.06FU	90%
ASV_226	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	87%
ASV_227	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	86%
ASV_228	-	Fungi	100%	Ascomycota	96%	Sordariomycetes	94%	Sordariomycetes_unidentified	88%	Sordariomycetes_unidentified_1	88%	Sordariomycetes_unidentified_1	88%	Sordariomycetes_sp|SH233630.06FU	88%
ASV_229	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Bolbitiaceae	100%	Conocybe	100%	Conocybe_crispa|SH208914.06FU	100%
ASV_230	-	Fungi	100%	Ascomycota	83%	Ascomycota_unidentified	75%	Ascomycota_unidentified_1	75%	Ascomycota_unidentified_1	75%	Ascomycota_unidentified_1_1	75%	Ascomycota_sp|SH213439.06FU	75%
ASV_231	-	Fungi	100%	Fungi_unidentified	94%	Fungi_unidentified_1	94%	Fungi_unidentified_1	94%	Fungi_unidentified_1_1	94%	Fungi_unidentified_1_1	94%	Fungi_sp|SH196467.06FU	49%
ASV_232	-	Fungi	100%	Basidiomycota	92%	Agaricomycetes	91%	Agaricomycetes_unidentified	55%	Agaricomycetes_unidentified_1	55%	Agaricomycetes_unidentified_1	55%	Agaricomycetes_sp|SH199701.06FU	55%
ASV_233	-	Fungi	100%	Zygomycota	43%	Incertae_sedis_10	43%	Mortierellales	43%	Mortierellaceae	43%	Mortierella	43%	Mortierella_sp|SH214852.06FU	33%
ASV_234	+	Fungi	100%	Basidiomycota	95%	Agaricomycetes	93%	Cantharellales	91%	Ceratobasidiaceae	91%	Thanatephorus	83%	Thanatephorus_cucumeris|SH207643.06FU	46%
ASV_235	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	89%
ASV_236	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	90%
ASV_237	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	89%
ASV_238	-	Fungi	100%	Zygomycota	45%	Incertae_sedis_10	45%	Mortierellales	45%	Mortierellaceae	45%	Mortierella	45%	Mortierella_sp|SH214852.06FU	35%
ASV_239	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	92%
ASV_240	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	90%
ASV_241	+	Fungi	100%	Zygomycota	53%	Incertae_sedis_10	53%	Mortierellales	53%	Mortierellaceae	53%	Mortierella	53%	Mortierella_sp|SH214852.06FU	39%
ASV_242	+	Fungi	100%	Ascomycota	99%	Eurotiomycetes	99%	Chaetothyriales	99%	Herpotrichiellaceae	99%	Exophiala	98%	Exophiala_equina|SH230210.06FU	55%
ASV_243	-	Fungi	100%	Zygomycota	100%	Incertae_sedis_10	100%	Mortierellales	100%	Mortierellaceae	78%	Mortierella	78%	Mortierella_sp_ATT116|SH218048.06FU	48%
ASV_244	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	91%
ASV_245	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	91%
ASV_246	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	90%
ASV_247	-	Fungi	100%	Ascomycota	97%	Sordariomycetes	95%	Hypocreales	88%	Bionectriaceae	52%	Bionectria	35%	Bionectria_ralfsii|SH236637.06FU	35%
ASV_248	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	89%
ASV_249	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	82%
ASV_250	-	Fungi	100%	Zygomycota	55%	Incertae_sedis_10	55%	Mortierellales	55%	Mortierellaceae	55%	Mortierella	55%	Mortierella_sp|SH214852.06FU	46%
ASV_251	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	93%
ASV_252	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Bolbitiaceae	100%	Conocybe	100%	Conocybe_crispa|SH208914.06FU	100%
ASV_253	+	Fungi	100%	Zygomycota	43%	Incertae_sedis_10	43%	Mortierellales	43%	Mortierellaceae	43%	Mortierella	43%	Mortierella_sp|SH214852.06FU	33%
ASV_254	+	Fungi	100%	Ascomycota	95%	Sordariomycetes	93%	Sordariomycetes_unidentified	89%	Sordariomycetes_unidentified_1	89%	Sordariomycetes_unidentified_1	89%	Sordariomycetes_sp|SH233630.06FU	89%
ASV_255	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Bolbitiaceae	100%	Conocybe	100%	Conocybe_crispa|SH208914.06FU	100%
ASV_256	+	Fungi	100%	Ascomycota	96%	Sordariomycetes	92%	Hypocreales	88%	Bionectriaceae	57%	Bionectria	44%	Bionectria_ralfsii|SH236637.06FU	39%
ASV_257	-	Fungi	100%	Ascomycota	78%	Sordariomycetes	78%	Incertae_sedis_7	48%	Plectosphaerellaceae	48%	Gibellulopsis	46%	Gibellulopsis_sp_YH_2012|SH219656.06FU	46%
ASV_258	-	Fungi	100%	Basidiomycota	99%	Agaricomycetes	99%	Agaricales	99%	Psathyrellaceae	99%	Coprinellus	99%	Coprinellus_sp|SH199708.06FU	82%
ASV_259	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	82%
ASV_260	+	Fungi	100%	Zygomycota	100%	Incertae_sedis_10	100%	Mortierellales	100%	Mortierellaceae	78%	Mortierella	78%	Mortierella_sp_ATT116|SH218048.06FU	40%
ASV_261	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Agaricaceae	100%	Cyathus	100%	Cyathus_stercoreus|SH189899.06FU	100%
ASV_262	-	Fungi	100%	Ascomycota	100%	Eurotiomycetes	98%	Chaetothyriales	98%	Herpotrichiellaceae	98%	Exophiala	97%	Exophiala_equina|SH230210.06FU	59%
ASV_263	-	Fungi	100%	Basidiomycota	97%	Agaricomycetes	95%	Cantharellales	95%	Ceratobasidiaceae	95%	Thanatephorus	75%	Thanatephorus_cucumeris|SH207643.06FU	33%
ASV_264	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	89%
ASV_265	-	Fungi	100%	Basidiomycota	91%	Agaricomycetes	91%	Agaricomycetes_unidentified	47%	Agaricomycetes_unidentified_1	47%	Agaricomycetes_unidentified_1	47%	Agaricomycetes_sp|SH199701.06FU	47%
ASV_266	-	Fungi	100%	Zygomycota	100%	Incertae_sedis_10	100%	Mortierellales	100%	Mortierellaceae	75%	Mortierella	75%	Mortierella_sp_ATT116|SH218048.06FU	45%
ASV_267	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	83%
ASV_268	+	Fungi	100%	Ascomycota	81%	Sordariomycetes	80%	Incertae_sedis_7	49%	Plectosphaerellaceae	49%	Gibellulopsis	49%	Gibellulopsis_sp_YH_2012|SH219656.06FU	49%
ASV_269	-	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	89%
ASV_270	+	Fungi	100%	Ascomycota	89%	Sordariomycetes	89%	Incertae_sedis_7	47%	Plectosphaerellaceae	47%	Plectosphaerellaceae_unidentified	46%	Plectosphaerellaceae_sp|SH219652.06FU	46%
ASV_271	+	Fungi	100%	Ascomycota	100%	Dothideomycetes	76%	Dothideomycetes_unidentified	76%	Dothideomycetes_unidentified_1	76%	Dothideomycetes_unidentified_1	76%	Dothideomycetes_sp|SH216443.06FU	74%
ASV_272	-	Fungi	100%	Ascomycota	97%	Sordariomycetes	93%	Sordariomycetes_unidentified	87%	Sordariomycetes_unidentified_1	87%	Sordariomycetes_unidentified_1	87%	Sordariomycetes_sp|SH233630.06FU	87%
ASV_273	-	Fungi	100%	Basidiomycota	99%	Agaricomycetes	99%	Thelephorales	98%	Thelephoraceae	98%	Amaurodon	98%	Amaurodon_mustialaensis|SH227693.06FU	98%
ASV_274	+	Fungi	100%	Basidiomycota	100%	Agaricomycetes	100%	Agaricales	100%	Psathyrellaceae	100%	Coprinellus	100%	Coprinellus_sp|SH199708.06FU	92%
ASV_275	+	Fungi	100%	Basidiomycota	99%	Agaricomycetes	99%	Agaricales	99%	Psathyrellaceae	99%	Coprinellus	99%	Coprinellus_sp|SH199708.06FU	86%
ASV_276	-	Fungi	100%	Basidiomycota	99%	Agaricomycetes	99%	Thelephorales	98%	Thelephoraceae	98%	Amaurodon	98%	Amaurodon_mustialaensis|SH227693.06FU	98%
ASV_277	-	Fungi	100%	Basidiomycota	75%	Agaricomycetes	69%	Thelephorales	12%	Thelephoraceae	12%	Tomentella	12%	Tomentella_stuposa|SH202731.06FU	11%
ASV_278	-	Fungi	100%	Zygomycota	50%	Incertae_sedis_10	50%	Mortierellales	50%	Mortierellaceae	50%	Mortierella	50%	Mortierella_sp|SH214852.06FU	39%
